gene,pLI,oe_lof_upper,mis_z,oe_lof_upper_bin,obs_hom_lof
POTEI,4.16E-09,1.91E+00,-2.66E+00,9,6
RP11-187E13.2,1.92E-02,1.91E+00,5.19E-01,9,0
OR8K1,5.17E-06,1.91E+00,-6.93E-01,9,0
AC016885.1,8.05E-02,1.91E+00,1.11E+00,9,0
AP005482.1,8.03E-02,1.91E+00,2.57E-01,9,0
PF4V1,8.16E-04,1.91E+00,4.89E-02,9,0
SLC9B1P1,4.06E-03,1.91E+00,-1.68E+00,9,1
ABHD1,3.38E-25,1.91E+00,-9.48E-01,9,0
KRTAP5-4,1.90E-02,1.91E+00,-8.46E-01,9,0
LSM10,4.07E-03,1.91E+00,4.68E-01,9,0
ZNF717,1.90E-02,1.91E+00,-1.91E+00,9,0
TAS2R4,5.09E-06,1.91E+00,-8.88E-02,9,0
RP11-160N1.10,8.00E-02,1.91E+00,-1.92E+00,9,0
BLOC1S3,4.08E-03,1.91E+00,-3.34E-01,9,0
AC137932.1,7.96E-02,1.91E+00,-3.15E-01,9,0
RMI2,1.90E-02,1.91E+00,-6.21E-01,9,0
OR8U1,8.73E-07,1.91E+00,-4.46E-01,9,0
TMEM86B,5.07E-06,1.91E+00,-5.76E-01,9,0
RBL1,7.96E-02,1.91E+00,-6.54E-01,9,0
MAGEC1,7.99E-02,1.91E+00,-5.17E+00,9,1
LCE1D,4.06E-03,1.91E+00,-3.92E-02,9,33
OR52N4,5.13E-06,1.91E+00,-9.61E-01,9,0
IFNL3,2.42E-08,1.91E+00,-1.16E+00,9,0
ISCA2,2.43E-08,1.91E+00,3.84E-01,9,0
BIK,5.03E-06,1.91E+00,1.08E-01,9,0
CXCL5,5.04E-06,1.91E+00,-1.25E-01,9,0
HNRNPA1L2,1.88E-02,1.91E+00,-6.77E-02,9,8
RP11-553A10.1,4.05E-03,1.91E+00,1.07E+00,9,0
MALSU1,1.68E-11,1.91E+00,-1.21E+00,9,0
FBXL8,3.92E-09,1.91E+00,1.96E-01,9,81
OR52J3,4.93E-06,1.92E+00,-5.40E-01,9,0
KLHL25,1.59E-15,1.92E+00,-1.43E+00,9,2
GOLGA6L19,7.93E-04,1.92E+00,-7.72E-01,9,0
TIMM10B,8.51E-07,1.92E+00,-4.93E-01,9,0
NUDT7,8.44E-07,1.92E+00,-8.25E-01,9,1
RP11-93B14.6,7.85E-02,1.92E+00,3.30E-01,9,0
CSTA,1.53E-04,1.92E+00,7.15E-02,9,0
CSTL1,2.38E-08,1.92E+00,-4.19E-02,9,4
HIST1H2BI,3.98E-03,1.92E+00,-4.13E-01,9,0
RP11-279O9.4,1.87E-02,1.92E+00,6.01E-01,9,0
RP11-116D17.1,7.83E-02,1.92E+00,7.44E-01,9,0
SCGB1A1,7.99E-04,1.92E+00,1.49E-01,9,0
KRTAP2-1,4.00E-03,1.92E+00,5.00E-01,9,0
C9orf16,1.84E-02,1.92E+00,1.52E-01,9,0
OR51A4,3.92E-03,1.92E+00,-1.43E+00,9,0
VENTX,2.75E-05,1.92E+00,-6.69E-01,9,0
ZIK1,2.76E-05,1.92E+00,5.25E-01,9,0
JSRP1,6.10E-10,1.92E+00,1.52E-01,9,0
HIST1H2AL,7.90E-04,1.92E+00,-1.70E-01,9,0
FAM107A,8.28E-07,1.92E+00,9.78E-02,9,0
OR2T1,6.19E-10,1.92E+00,-7.07E-01,9,0
LYRM1,3.72E-09,1.92E+00,-4.16E-01,9,0
LTB,9.61E-11,1.92E+00,7.88E-01,9,0
1-Dec,2.67E-05,1.92E+00,1.26E-01,9,0
BID,1.56E-11,1.92E+00,1.02E-01,9,0
INSL6,3.73E-09,1.92E+00,-2.45E+00,9,2
MSRA,1.53E-15,1.92E+00,-2.63E+00,9,0
RBM12B-AS1,1.83E-02,1.92E+00,1.09E+00,9,0
FGFBP2,3.89E-03,1.92E+00,-4.13E-02,9,0
DSCR4,7.78E-04,1.92E+00,-1.61E-01,9,0
SELV,9.68E-11,1.92E+00,5.81E-01,9,0
IL32,3.75E-09,1.92E+00,-2.35E+00,9,0
SPANXD,7.75E-02,1.92E+00,-3.54E+00,9,1
IL9,8.11E-07,1.92E+00,2.53E-01,9,0
GNRH2,1.34E-07,1.92E+00,-3.89E-01,9,0
TMSB10,1.80E-02,1.92E+00,9.06E-01,9,0
NPFFR1,9.55E-15,1.92E+00,1.48E+00,9,0
DEFB110,1.80E-02,1.92E+00,-8.46E-01,9,0
C5orf27,7.70E-02,1.92E+00,-1.07E-01,9,0
HIST1H2BC,3.82E-03,1.92E+00,3.57E-01,9,0
FOXR2,7.67E-02,1.92E+00,-2.12E-01,9,0
YBEY,1.34E-07,1.92E+00,1.49E-02,9,0
AC073063.1,7.67E-02,1.92E+00,1.91E-01,9,0
OR7A10,1.82E-02,1.92E+00,-6.12E-01,9,0
GOLGA8K,2.33E-12,1.92E+00,-8.70E-01,9,2
TCL1A,5.74E-10,1.92E+00,3.19E-01,9,0
TDGF1,9.16E-11,1.92E+00,-6.45E-02,9,0
CTSZ,2.26E-16,1.92E+00,6.00E-01,9,0
OR4D11,4.56E-06,1.92E+00,-9.04E-01,9,0
FLG2,1.80E-02,1.92E+00,-1.19E+00,9,0
HIST1H2BB,3.79E-03,1.92E+00,-4.75E-02,9,0
GGACT,7.54E-04,1.92E+00,1.13E+00,9,0
BOD1L2,7.56E-02,1.92E+00,1.67E-01,9,0
EGFL7,5.55E-18,1.92E+00,-3.19E-01,9,0
AC010646.3,7.58E-02,1.92E+00,-8.31E-02,9,0
OR5M3,3.58E-09,1.92E+00,-9.28E-01,9,0
C10orf62,4.50E-06,1.92E+00,1.35E-01,9,0
ICAM3,2.73E-25,1.92E+00,3.01E-01,9,0
NPIPB8,3.76E-03,1.92E+00,-8.66E-01,9,0
RPS4Y2,7.49E-04,1.92E+00,-1.01E+00,9,5
OR13H1,2.55E-05,1.92E+00,-1.34E-01,9,0
C6orf164,1.77E-02,1.92E+00,4.17E-01,9,0
NPS,1.41E-04,1.92E+00,-5.31E-01,9,0
SPATA31A6,2.55E-05,1.92E+00,-4.59E+00,9,7
ZNF816,1.42E-04,1.92E+00,-3.48E-02,9,0
CCL17,1.39E-04,1.92E+00,4.76E-01,9,0
FAM104B,1.76E-02,1.92E+00,-2.18E-01,9,0
C1orf147,1.75E-02,1.92E+00,8.22E-01,9,0
FAM115C,2.08E-08,1.92E+00,4.99E-01,9,1
C2orf27B,7.47E-02,1.92E+00,-4.69E-01,9,1
RP11-812E19.9,7.55E-07,1.92E+00,-8.68E-01,9,0
CRP,3.70E-03,1.92E+00,-2.52E-01,9,0
CTB-78H18.1,1.75E-02,1.92E+00,4.15E-01,9,0
AC011997.1,1.37E-04,1.92E+00,6.50E-01,9,0
HIST2H3PS2,3.71E-03,1.92E+00,-1.79E+00,9,0
TMEM236,1.72E-02,1.92E+00,2.57E-01,9,0
RARRES3,1.22E-07,1.92E+00,3.62E-01,9,0
SPINT3,1.73E-02,1.92E+00,4.25E-01,9,0
RP11-817J15.3,7.43E-02,1.92E+00,4.98E-01,9,0
AL022328.1,1.72E-02,1.92E+00,2.00E-01,9,0
AL627171.1,7.42E-02,1.92E+00,-2.96E-02,9,0
FUT2,5.32E-14,1.92E+00,-2.77E-01,9,21396
IGFL1,1.99E-08,1.92E+00,-5.36E-02,9,0
PLGLB1,7.32E-02,1.92E+00,9.95E-01,9,0
RP11-521M14.2,7.36E-02,1.92E+00,4.80E-01,9,0
C15orf53,1.71E-02,1.92E+00,-2.29E-01,9,0
PRB1,8.38E-11,1.92E+00,-4.03E+00,9,3
CCDC28B,3.23E-09,1.92E+00,1.03E+00,9,0
CST7,1.22E-07,1.92E+00,-6.03E-01,9,0
CSAG1,3.61E-03,1.92E+00,-1.04E+00,9,0
CIDEB,8.22E-15,1.92E+00,1.20E-01,9,2
SPANXC,7.28E-02,1.92E+00,-2.49E+00,9,1
ZACN,4.27E-22,1.92E+00,-4.16E-01,9,6597
HIST2H3D,7.03E-04,1.92E+00,-8.58E-01,9,0
AP002348.1,7.28E-02,1.92E+00,-5.03E-02,9,0
DUOXA2,1.27E-15,1.92E+00,-1.05E+00,9,0
TEX22,6.95E-04,1.92E+00,7.56E-01,9,0
THYN1,1.97E-16,1.92E+00,1.85E-01,9,1
OR8J3,7.25E-02,1.92E+00,-6.18E-01,9,0
OR9A4,1.18E-07,1.92E+00,-7.46E-01,9,0
MT4,1.31E-04,1.92E+00,-3.60E-01,9,0
GOLGA8T,1.26E-11,1.93E+00,-2.16E+00,9,2
CT62,1.67E-02,1.93E+00,-1.17E-01,9,0
PRR25,5.02E-10,1.93E+00,-1.05E+00,9,0
AC018867.1,7.20E-02,1.93E+00,1.24E-01,9,0
RP1-241P17.4,7.17E-02,1.93E+00,7.00E-02,9,0
LCE2C,7.20E-02,1.93E+00,-1.81E+00,9,0
OR6F1,6.90E-04,1.93E+00,3.36E-01,9,0
UTS2R,2.32E-05,1.93E+00,6.99E-01,9,0
TCEAL6,1.66E-02,1.93E+00,-6.20E-01,9,2
RP11-15E18.4,7.10E-02,1.93E+00,7.44E-01,9,0
FLJ20306,7.10E-02,1.93E+00,2.33E-01,9,0
C20orf166,3.47E-03,1.93E+00,-4.13E-01,9,0
KIAA0087,3.45E-03,1.93E+00,5.95E-01,9,0
C9orf116,2.27E-05,1.93E+00,5.34E-01,9,0
NMRK2,1.92E-12,1.93E+00,-1.73E-01,9,2
U82695.9,1.65E-02,1.93E+00,1.71E-01,9,0
EIF3C,2.29E-05,1.93E+00,6.53E-02,9,1
LCE3B,3.43E-03,1.93E+00,1.29E+00,9,0
OR5K4,3.96E-06,1.93E+00,-9.40E-01,9,0
OR8B2,1.65E-02,1.93E+00,-4.26E-01,9,0
SULT1C3,4.43E-18,1.93E+00,2.00E-01,9,0
KLRF2,7.71E-11,1.93E+00,1.87E-01,9,0
POLR2J2,1.66E-02,1.93E+00,-2.32E-01,9,0
KCNE1,3.40E-03,1.93E+00,-6.16E-01,9,0
LENEP,3.39E-03,1.93E+00,4.00E-01,9,0
SPATA33,1.26E-04,1.93E+00,-2.13E+00,9,1
CST4,6.68E-07,1.93E+00,-2.07E+00,9,0
FGF22,6.67E-07,1.93E+00,-7.97E-01,9,1
MYEOV,3.38E-03,1.93E+00,-4.23E-01,9,0
NPIPB7,1.64E-02,1.93E+00,-3.49E-01,9,0
ZNF155,6.62E-07,1.93E+00,-5.24E-01,9,0
OR56A3,2.93E-09,1.93E+00,8.02E-02,9,0
OR5L2,2.26E-05,1.93E+00,-1.55E+00,9,0
CXXC11,1.63E-02,1.93E+00,1.72E-01,9,0
KRTAP24-1,6.57E-07,1.93E+00,-5.04E-01,9,0
PGA5,4.61E-10,1.93E+00,-4.32E-01,9,6
RP11-139J15.7,1.23E-04,1.93E+00,-2.48E-01,9,0
PPAPDC1B,1.86E-12,1.93E+00,6.91E-01,9,0
RP11-321M21.3,7.00E-02,1.93E+00,-5.02E-01,9,0
PLA2G10,6.95E-02,1.93E+00,-2.87E-02,9,0
CRYZ,5.66E-23,1.93E+00,3.81E-01,9,3
AC011475.1,7.01E-02,1.93E+00,2.99E-03,9,0
AKR1B15,3.68E-22,1.93E+00,-9.33E-01,9,1
NEU2,4.53E-14,1.93E+00,-2.31E-02,9,2
AKR7A3,1.02E-19,1.93E+00,-1.66E-01,9,0
TAS2R39,1.08E-07,1.93E+00,1.35E-01,9,0
OR2T10,6.56E-04,1.93E+00,2.97E-01,9,0
CLEC1A,2.63E-17,1.93E+00,-1.51E-01,9,1
CLPSL1,2.17E-05,1.93E+00,-1.85E-01,9,0
AE000662.92,1.20E-04,1.93E+00,2.87E-01,9,0
ZNF678,1.59E-02,1.93E+00,-6.91E-01,9,0
CGB8,1.60E-02,1.93E+00,-2.07E+00,9,0
HIST1H4I,1.58E-02,1.93E+00,-3.36E-01,9,0
CNPY1,2.15E-05,1.93E+00,-3.53E-02,9,0
C8G,2.65E-17,1.93E+00,-3.64E-01,9,1
CDPF1,2.15E-05,1.93E+00,2.01E-02,9,0
C5orf47,1.04E-07,1.93E+00,4.57E-01,9,0
SMN1,1.58E-02,1.93E+00,5.84E-02,9,0
SPRR2D,1.59E-02,1.93E+00,-6.81E-01,9,0
PRAC1,1.59E-02,1.93E+00,-3.26E-01,9,0
OR10G4,2.15E-05,1.93E+00,-6.54E-01,9,0
OR10J1,6.38E-07,1.93E+00,-1.86E+00,9,0
PTPN20A,1.59E-02,1.93E+00,5.54E-01,9,0
SCGB1C1,2.15E-05,1.93E+00,-5.47E-02,9,0
AL161645.2,6.81E-02,1.93E+00,-6.80E-02,9,0
WFS1,1.62E-38,1.93E+00,-4.71E+00,9,0
DEFB4B,6.80E-02,1.93E+00,1.90E-01,9,0
SMIM21,2.12E-05,1.93E+00,-1.13E-01,9,0
SPRR1B,6.32E-04,1.93E+00,-6.37E-01,9,0
OTOS,2.10E-05,1.93E+00,-1.21E-01,9,0
CCR5,4.31E-10,1.93E+00,-1.46E+00,9,970
UBBP4,3.62E-06,1.93E+00,-1.41E+00,9,3
LRRN4CL,2.04E-05,1.93E+00,1.08E-01,9,0
MRPL23,1.63E-08,1.93E+00,-3.79E-01,9,0
RP11-322E11.6,1.54E-02,1.93E+00,-1.58E+00,9,0
OR1F1,3.56E-06,1.93E+00,-2.46E+00,9,0
ANKRD20A3,3.19E-03,1.93E+00,-1.13E+00,9,0
NBPF15,6.06E-07,1.93E+00,-4.37E+00,9,0
ZNF705G,1.65E-08,1.93E+00,-5.10E+00,9,3
MC3R,9.99E-08,1.93E+00,-1.40E-01,9,0
OR2Z1,6.08E-07,1.93E+00,-1.13E+00,9,0
OR4C16,5.99E-07,1.93E+00,-5.17E+00,9,0
OR4K13,9.93E-08,1.93E+00,-5.02E-01,9,0
OR4Q3,1.64E-08,1.93E+00,-3.10E+00,9,0
IAPP,3.18E-03,1.93E+00,1.97E-01,9,0
OR7D4,1.55E-02,1.93E+00,-4.92E-01,9,0
UBE2NL,1.54E-02,1.93E+00,1.90E-01,9,0
INSL4,1.14E-04,1.93E+00,-1.43E+00,9,1
RASSF6,2.74E-26,1.93E+00,-1.19E+00,9,1
OR13C4,1.58E-08,1.93E+00,1.20E-01,9,0
PRAMEF4,1.02E-11,1.93E+00,-3.70E+00,9,1
IL3,2.59E-09,1.93E+00,2.32E-01,9,0
FAM24A,1.52E-02,1.93E+00,2.42E-01,9,0
NPIPB6,6.13E-04,1.93E+00,-1.02E+00,9,0
TMEM170A,5.72E-07,1.93E+00,-5.05E-01,9,0
GLRX,5.67E-07,1.93E+00,4.84E-01,9,0
RP11-324D17.1,3.09E-03,1.93E+00,1.83E-01,9,0
AMY1B,6.03E-04,1.93E+00,9.41E-02,9,0
AL139333.1,6.63E-02,1.93E+00,4.69E-01,9,0
AL646016.1,6.63E-02,1.93E+00,-5.27E-01,9,0
IFI27L2,1.11E-04,1.93E+00,-2.72E-01,9,0
GJD4,1.50E-02,1.93E+00,-1.01E+00,9,0
MED11,9.36E-08,1.93E+00,6.46E-01,9,0
OR51B5,9.54E-08,1.93E+00,-1.00E+00,9,0
OR52K2,5.70E-07,1.93E+00,-1.88E+00,9,0
KRTAP27-1,6.60E-02,1.93E+00,-8.22E-01,9,0
KRTAP4-9,1.11E-04,1.93E+00,-1.42E+00,9,0
KRTAP5-9,1.50E-02,1.93E+00,1.27E-01,9,0
CLDN25,1.51E-08,1.93E+00,-7.39E-01,9,0
RP11-276H1.3,1.49E-02,1.93E+00,-1.53E-01,9,0
OVCH2,2.59E-35,1.93E+00,-7.35E-02,9,0
MBD3L5,6.55E-02,1.93E+00,-2.73E-01,9,0
HOXC12,2.43E-09,1.93E+00,-2.87E-01,9,0
TAAR5,6.21E-11,1.93E+00,-1.25E+00,9,0
ASMT,1.27E-20,1.93E+00,-1.70E+00,9,1
HBA2,3.06E-03,1.93E+00,1.18E+00,9,0
HBD,1.92E-05,1.93E+00,-1.01E+00,9,0
FGL1,1.68E-25,1.93E+00,-2.72E+00,9,25
PRAMEF20,3.02E-03,1.93E+00,-5.20E-01,9,0
OR52B2,1.50E-08,1.93E+00,-8.72E-01,9,0
OR52E4,5.59E-07,1.93E+00,-8.86E-01,9,0
GOLGA6D,9.16E-08,1.93E+00,-7.96E-01,9,1
AC062017.1,3.03E-03,1.93E+00,1.66E-01,9,0
OR5K1,5.65E-07,1.93E+00,-1.26E+00,9,0
HIST1H2AB,5.73E-04,1.94E+00,-1.84E+00,9,0
MUC7,1.46E-02,1.94E+00,-3.26E-01,9,0
OR9K2,5.37E-07,1.94E+00,-1.31E+00,9,0
UQCR11,1.06E-04,1.94E+00,-4.09E-01,9,0
GZMB,3.67E-14,1.94E+00,-3.06E-01,9,0
RAB42,2.97E-03,1.94E+00,-1.08E-01,9,0
APOC4,8.89E-08,1.94E+00,2.53E-01,9,0
PRR9,3.21E-06,1.94E+00,4.53E-01,9,0
GPHA2,1.44E-08,1.94E+00,8.97E-02,9,1
FAAH2,1.89E-21,1.94E+00,-3.63E+00,9,118
OR5B21,3.26E-06,1.94E+00,-4.56E-02,9,0
SPN,1.44E-02,1.94E+00,-8.55E-02,9,0
C10orf55,1.44E-02,1.94E+00,4.23E-01,9,0
HIST1H2AK,1.04E-04,1.94E+00,-1.91E+00,9,0
OR2T11,5.26E-07,1.94E+00,-4.37E-01,9,0
ACOT13,3.13E-06,1.94E+00,9.54E-02,9,3
DRD5,1.35E-16,1.94E+00,-4.46E-01,9,0
FAM127C,1.43E-02,1.94E+00,-3.34E-02,9,0
OR52B4,5.26E-07,1.94E+00,-9.92E-01,9,0
NPBWR1,1.43E-08,1.94E+00,-7.14E-01,9,0
HIST1H4B,2.92E-03,1.94E+00,-3.60E+00,9,0
OR5I1,5.26E-07,1.94E+00,-6.81E-01,9,0
WFDC10A,1.44E-02,1.94E+00,-4.96E-02,9,0
FOLR4,5.51E-15,1.94E+00,-3.42E-01,9,2
C15ORF37,3.13E-06,1.94E+00,-2.85E-01,9,0
IDI2,2.31E-09,1.94E+00,-5.56E-01,9,2
SYT8,9.89E-25,1.94E+00,-2.37E-01,9,1
DEFB125,1.45E-02,1.94E+00,-4.52E-02,9,0
NUTM2A,5.36E-07,1.94E+00,6.33E-01,9,0
HIST1H2AG,5.51E-04,1.94E+00,-5.34E-01,9,0
OR13C3,8.54E-08,1.94E+00,-5.77E-01,9,0
PPDPF,1.02E-04,1.94E+00,-3.68E-01,9,0
RP11-219B4.5,1.42E-02,1.94E+00,5.40E-01,9,0
KCNE2,1.01E-04,1.94E+00,1.15E-01,9,0
GPR141,8.53E-08,1.94E+00,-4.77E-01,9,0
TAS2R41,1.38E-12,1.94E+00,-1.21E-01,9,0
AL135998.1,6.32E-02,1.94E+00,4.76E-01,9,0
ZNF468,1.00E-04,1.94E+00,-1.37E+00,9,0
TMEM105,1.42E-02,1.94E+00,-1.40E-01,9,0
OR4A47,8.31E-08,1.94E+00,-2.71E+00,9,0
KRTAP3-3,5.48E-04,1.94E+00,-1.92E-01,9,0
AC005544.1,1.40E-02,1.94E+00,1.22E+00,9,0
KDELR3,5.38E-11,1.94E+00,-2.22E-01,9,1
OR6C65,1.77E-05,1.94E+00,3.40E-02,9,0
OR6C70,4.98E-07,1.94E+00,-8.76E-01,9,0
FAM9C,4.88E-07,1.94E+00,1.59E-01,9,32
CST2,8.06E-08,1.94E+00,-2.12E+00,9,8
C2orf88,2.76E-03,1.94E+00,-1.22E-02,9,0
EME2,3.76E-23,1.94E+00,-1.78E+00,9,0
NBPF14,3.01E-36,1.94E+00,-6.43E+00,9,5
OR5D14,2.88E-06,1.94E+00,-1.04E+00,9,0
FAM27B,6.12E-02,1.94E+00,-3.12E-01,9,0
AMZ1,3.71E-23,1.94E+00,-3.59E+00,9,1
NPIPA8,6.09E-02,1.94E+00,-1.40E+00,9,0
AL137026.1,5.99E-02,1.94E+00,-3.95E-01,9,0
HIST1H4E,1.35E-02,1.94E+00,4.70E-01,9,0
HIST3H3,1.65E-05,1.94E+00,-2.00E+00,9,0
OR5AR1,7.69E-08,1.94E+00,-1.28E+00,9,0
OR6C68,1.34E-02,1.94E+00,-1.22E+00,9,0
DEFB131,1.35E-02,1.94E+00,-2.49E+00,9,0
SPRR2E,6.01E-02,1.94E+00,-3.19E-01,9,0
ARMS2,5.18E-04,1.94E+00,6.78E-01,9,0
RP11-297N6.4,1.34E-02,1.94E+00,-2.68E+00,9,0
HCAR3,7.86E-08,1.94E+00,1.07E-02,9,0
NPIPA7,6.07E-02,1.94E+00,-3.19E-01,9,0
AC007401.2,2.72E-03,1.94E+00,2.05E-01,9,0
AL033381.1,1.34E-02,1.94E+00,1.92E-01,9,0
RFPL3,1.66E-05,1.94E+00,-4.35E-01,9,0
AL353354.1,1.32E-02,1.94E+00,7.93E-01,9,0
HIST1H4G,1.32E-02,1.94E+00,3.96E-01,9,0
PRAMEF19,5.97E-02,1.94E+00,3.12E-01,9,0
RP11-481A20.11,5.11E-04,1.94E+00,-1.51E+00,9,0
PTRHD1,4.62E-07,1.94E+00,-1.92E-01,9,0
CORT,1.31E-02,1.94E+00,-1.55E+00,9,0
CCDC167,4.65E-07,1.94E+00,1.64E-01,9,0
NDUFB3,1.61E-05,1.94E+00,3.16E-01,9,0
OR10K2,2.73E-06,1.94E+00,-8.46E-01,9,0
NUPR1L,5.07E-04,1.94E+00,1.91E-01,9,0
ZNF785,2.75E-06,1.94E+00,5.27E-01,9,0
GAGE1,1.31E-02,1.94E+00,-1.57E+00,9,0
PTH2,2.62E-03,1.94E+00,-4.40E-01,9,0
LINC01118,1.91E-09,1.94E+00,-1.31E-01,9,0
NUDT1,7.45E-12,1.94E+00,-6.07E-01,9,1
HIST1H2AH,4.91E-04,1.94E+00,-1.07E+00,9,0
SAA2,2.70E-06,1.94E+00,-1.16E-01,9,0
AC005841.1,3.00E-10,1.94E+00,4.60E-01,9,0
XXbac-BPG32J3.20,8.97E-05,1.94E+00,3.07E-01,9,0
CTD-2054N24.2,2.61E-03,1.94E+00,1.68E-01,9,0
HIST1H2BN,4.95E-04,1.94E+00,8.37E-01,9,0
OR5H14,4.50E-07,1.94E+00,-1.90E+00,9,0
PSG4,5.91E-29,1.94E+00,-4.21E+00,9,2
BEX5,2.54E-03,1.94E+00,3.13E-01,9,1
C2CD4B,8.87E-05,1.94E+00,-1.38E-02,9,0
SSMEM1,2.78E-14,1.94E+00,5.65E-01,9,1
VCX2,5.81E-02,1.94E+00,-4.99E+00,9,0
C8orf74,7.03E-12,1.94E+00,-1.79E+00,9,0
SPATA31A7,2.57E-03,1.94E+00,-5.56E-01,9,0
KRTAP10-6,1.84E-09,1.94E+00,-1.65E+00,9,0
OR4K1,6.95E-08,1.94E+00,-2.21E+00,9,0
ALG1L,1.10E-08,1.94E+00,-2.41E+00,9,0
RP11-67H2.1,1.25E-02,1.94E+00,3.75E-01,9,0
PXT1,2.52E-06,1.94E+00,-8.56E-02,9,0
SLC10A2,9.58E-17,1.94E+00,-2.20E+00,9,0
ANKRD20A4,1.68E-13,1.94E+00,-9.17E-01,9,0
C19orf80,6.88E-12,1.94E+00,1.04E+00,9,0
MESP1,8.61E-05,1.94E+00,3.48E-01,9,0
NUTM2E,1.50E-05,1.94E+00,-1.04E+00,9,0
RP11-247C2.2,4.69E-04,1.94E+00,5.93E-01,9,0
LMF2,2.40E-50,1.94E+00,-2.52E+00,9,1
AC010441.1,1.48E-05,1.94E+00,2.14E-03,9,0
S100A7A,2.52E-03,1.94E+00,-1.27E+00,9,0
OCM,1.09E-08,1.94E+00,-6.11E-01,9,4
OR51A7,2.54E-06,1.94E+00,-8.60E-01,9,0
TXNRD3NB,4.23E-07,1.94E+00,2.54E-01,9,0
CYP2D6,1.08E-25,1.94E+00,-2.00E+00,9,166
HIST1H3B,1.48E-05,1.94E+00,1.59E+00,9,0
TIFAB,1.43E-05,1.95E+00,-6.90E-02,9,0
DPRX,2.41E-06,1.95E+00,1.00E+00,9,0
KIAA1456,1.70E-09,1.95E+00,-4.44E+00,9,10
OR7C2,5.62E-02,1.95E+00,-2.93E-01,9,0
C14orf178,4.65E-04,1.95E+00,-2.43E-01,9,0
AC008372.1,5.57E-02,1.95E+00,2.42E-01,9,0
TMEM207,4.23E-11,1.95E+00,-4.66E-01,9,0
C9orf139,2.46E-03,1.95E+00,-2.77E-01,9,0
AC016757.3,2.43E-03,1.95E+00,7.24E-01,9,0
AL355490.1,1.43E-05,1.95E+00,8.64E-01,9,0
HIST1H2BO,4.56E-04,1.95E+00,-8.48E-02,9,0
AMELY,8.37E-05,1.95E+00,-1.26E-01,9,17
FTL,1.66E-09,1.95E+00,-4.41E-01,9,0
POLR2L,4.54E-04,1.95E+00,8.28E-02,9,0
KRTAP4-2,1.21E-02,1.95E+00,-2.70E-01,9,0
OR8H1,8.12E-05,1.95E+00,-1.31E+00,9,0
CD1A,4.20E-24,1.95E+00,-6.11E-01,9,0
hsa-mir-150,5.53E-02,1.95E+00,-6.30E-02,9,0
ACTBL2,5.82E-16,1.95E+00,-3.55E-01,9,0
GNG13,8.03E-05,1.95E+00,-4.70E-01,9,0
CBWD5,4.54E-04,1.95E+00,-2.10E-01,9,0
IQCF3,4.33E-04,1.95E+00,4.05E-01,9,0
HIST1H2AD,1.35E-05,1.95E+00,-2.02E+00,9,0
NPIPB3,2.33E-03,1.95E+00,-6.83E-01,9,0
KRTAP6-1,2.32E-03,1.95E+00,-2.07E-01,9,0
TBC1D3F,1.37E-05,1.95E+00,-6.10E-02,9,0
TMEM14B,9.72E-09,1.95E+00,-4.95E-01,9,1
HES4,1.37E-05,1.95E+00,-4.70E-01,9,0
KRTAP13-2,1.36E-05,1.95E+00,-8.16E-01,9,0
ZNF812,2.25E-06,1.95E+00,-3.03E+00,9,12
AC006435.1,6.17E-08,1.95E+00,-4.30E-01,9,0
C10orf25,3.71E-07,1.95E+00,-2.94E-02,9,0
FAM211B,9.02E-13,1.95E+00,3.60E-01,9,0
TP53AIP1,1.30E-05,1.95E+00,3.97E-02,9,0
DNASE1,6.98E-21,1.95E+00,-2.55E+00,9,0
MPZL3,2.24E-14,1.95E+00,-3.09E-01,9,0
C13orf45,9.39E-09,1.95E+00,1.64E-02,9,0
CXCL2,3.61E-07,1.95E+00,-9.92E-02,9,0
HRNR,4.26E-04,1.95E+00,-1.15E+01,9,0
RP11-527L4.2,1.16E-02,1.95E+00,7.37E-01,9,0
GAGE2B,2.29E-03,1.95E+00,-3.10E-01,9,0
TRAPPC2L,3.68E-11,1.95E+00,-3.84E-01,9,0
C21orf128,2.22E-03,1.95E+00,-1.36E-01,9,0
IFITM5,2.18E-06,1.95E+00,-6.68E-01,9,0
SPINK6,3.53E-07,1.95E+00,-3.76E-01,9,0
C20orf144,2.22E-03,1.95E+00,-7.61E-01,9,0
FAM111A,2.23E-03,1.95E+00,-2.10E-02,9,0
FAM86C1,5.56E-12,1.95E+00,-1.69E+00,9,0
NME3,5.73E-08,1.95E+00,-6.86E-01,9,0
DIRC3,3.41E-07,1.95E+00,-2.65E-01,9,0
PGPEP1L,8.71E-09,1.95E+00,-1.09E+00,9,0
ZNF701,5.49E-08,1.95E+00,-1.10E+00,9,0
OR4A5,1.25E-05,1.95E+00,-5.59E+00,9,0
OR10H3,2.17E-03,1.95E+00,-5.48E-01,9,0
BRICD5,1.15E-17,1.95E+00,-1.93E+00,9,0
MS4A6A,8.38E-13,1.95E+00,-4.57E-01,9,2
RP11-514P8.7,1.11E-02,1.95E+00,-3.03E-01,9,0
TPSAB1,1.27E-13,1.95E+00,-3.13E+00,9,0
OR2T27,1.21E-05,1.95E+00,-1.97E+00,9,0
MT2A,1.23E-05,1.95E+00,4.54E-01,9,0
OR5M10,1.08E-02,1.95E+00,-1.42E+00,9,0
GPBAR1,1.36E-09,1.95E+00,9.57E-02,9,0
