GENE	ALL_0.01%	%ALL_0.01%	ALL_0.1%	%ALL_0.1%	ALL_1%	%ALL_1%	PP2_ALL_0.1%	%PP2_ALL_0.1%	EA_0.1%	%EA_0.1%	EA_1%	%EA_1%	AA_0.1%	%AA_0.1%	AA_1%	%AA_1%	OEratioPercentile	EdgeCase
RIOK1	-0.91	8.09	0.78	87.21	-0.12	41.35	0.3	74.25	1.19	92.79	0.15	69.09	-0.22	36.18	-0.93	8.57	85.34690436	N
RIOK2	1.75	96.33	1.07	91.61	0.55	79.65	0.52	84.05	0.8	87.46	1.44	94.81	1.01	91.06	0.99	90.63	69.1038304	N
RIOK3	-0.45	23.72	-0.23	37.32	0.29	68.57	-0.03	47.18	-0.03	52.33	-0.49	22.26	0.09	57.81	-0.42	25.91	88.12334377	N
RIPK1	-1.01	6.61	-1.35	4.58	-1.57	3.96	-0.7	12.04	-1.33	4.85	-0.83	9.81	-1.14	7.2	-1.06	6.66	24.07251265	N
RIPK2	0.06	64.52	0.42	76.96	-0.01	49.25	0.38	78.41	-0.25	37.42	0.15	69.59	0.63	83.41	0.77	87.44	29.30619128	N
RIPK3	0.02	60.8	-0.04	50.45	-0.28	32.44	0.13	60.61	0.46	78.11	0.4	78.67	-0.55	19.66	-0.22	38.61	81.20934715	N
RIPK4	-0.87	8.77	-1.66	2.75	-1.18	7.2	-1.77	2.1	-1.18	6.25	-0.11	49.91	-1.25	5.84	-1.47	3.19	25.36135871	N
RIPPLY1	-0.06	54.08	0.1	61.28	0.51	78.26	0.12	59.81	0.26	69.87	-0.07	55.41	0.17	62.87	-0.05	53.64	69.6639364	Y
RIPPLY2	0	59.32	-0.03	51.04	0.09	55.75	0.2	67.15	0.01	55.83	0.02	62.73	0.01	52.23	0.01	58.77	99.50012045	Y
RIPPLY3	0.25	73.63	0.95	89.96	0.52	78.62	0.6	86.55	-0.26	36.72	-0.15	47.68	0.86	88.63	0.53	82.31	98.33774994	N
RIT1	-0.1	49.88	-0.19	39.68	-0.34	29.25	0.09	56.76	-0.12	46.17	-0.07	55.41	-0.17	38.94	-0.12	48.49	4.420621537	Y
RIT2	0.41	79.52	0.19	66.57	0.09	55.75	0.47	82.41	0.39	75.71	0.55	83.59	0.17	62.87	-0.05	53.64	23.25945555	Y
RLBP1	-0.51	20.54	0.17	65.96	0.86	88.51	0.19	66.37	-0.38	29.05	-0.47	23.43	0.84	88.12	-0.57	18.55	85.28065526	N
RLF	-0.03	56.04	0.08	59.19	-0.12	41.41	-0.31	26.59	-0.05	51.03	-0.11	49.91	-0.54	20.19	-0.01	56.68	44.67598169	N
RLIM	-0.31	33.12	-0.25	35.75	-0.9	11.15	-0.15	37.38	-0.08	49.36	-0.28	36.38	-0.55	20.05	-0.36	29.59	1.505661286	N
RLN1	0.48	81.45	-0.09	46.74	0.58	80.82	0.36	77.71	-0.56	20.63	-0.34	31.62	-0.06	46.82	0.41	78.67	90.02649964	N
RLN2	-0.38	28.24	0.35	74.37	0.79	86.78	0.62	87.18	0.37	74.91	-0.24	39.98	0.3	70.34	0.17	69.17	88.340159	N
RLN3	0.18	70.58	0.57	81.99	0.17	61.25	0.78	90.94	0.43	77.45	0.34	76.81	0.48	78.39	0.06	62.42	21.85015659	N
RLTPR	-1.41	3.05	-1.12	6.61	-1.4	5.3	0.1	57.34	-0.43	25.84	-0.11	49.91	-1.76	2.92	-1.93	1.57	30.76969405	N
RMDN1	0.06	64.52	-0.09	46.74	-0.15	39.85	-0.22	32.69	-0.11	46.94	0.23	72.83	-0.11	43.42	0	57.39	30.92628282	N
RMDN2	-0.26	36.44	0.85	88.5	0.98	90.58	0.48	82.64	-1.24	5.7	-1.25	3.97	0.69	84.83	0.38	77.32	81.32980005	N
RMDN3	-0.01	58.66	-0.43	25.37	-1.08	8.33	-0.28	28.4	0.23	68.74	0.21	71.91	-0.49	22.27	-0.48	22.63	29.62539147	N
RMI1	-0.25	36.77	0.67	84.61	-0.46	23.84	0.01	50.06	-0.23	37.79	-0.09	52.13	0.65	83.92	0.46	80.22	54.70368586	N
RMND1	0.72	86.9	0.15	64.61	0.67	83.98	-0.11	40	-0.1	47.36	0.53	82.91	0.5	79.03	0.91	89.59	48.95205974	N
RMND5A	-0.09	51.36	0.08	59.76	-0.3	31.36	0.1	58.27	-0.26	36.72	-0.15	47.68	0.21	65.81	-0.02	56.24	2.324741026	Y
RMND5B	-0.79	10.59	-0.78	12.97	-1.4	5.25	-0.16	36.67	-0.78	13.28	-0.72	12.54	-0.81	12.54	-0.84	10.29	43.68224524	N
RNASE1	-0.16	44.62	0.7	85.42	0.52	78.62	0.88	92.66	0.53	80.7	-0.13	49.82	0.51	79.71	-0.15	45.89	71.57311491	N
RNASE10	0.98	90.72	0.55	81.38	-0.05	45.8	0.19	66.09	0.33	73.49	0.8	88.6	0.43	76.7	1.18	92.85	95.09154421	N
RNASE11	0.93	90.2	0.48	79.25	0.55	79.9	0.43	80.62	-0.18	42.09	0.19	71.2	0.92	89.62	0.8	87.96	32.11274392	N
RNASE12	-0.15	45.9	-0.25	35.42	0.56	80.17	0.04	52.37	0.16	64.82	-0.13	49.82	0.07	56.4	-0.12	48.49	69.94700072	Y
RNASE13	0.71	86.74	0.28	71.08	0.64	82.82	0.36	77.52	0.5	79.81	0.91	90.02	0.81	87.57	0.66	85.18	97.09106239	Y
RNASE2	-0.2	40.89	0.15	64.32	0.25	66.18	0.55	84.98	0.06	58.83	-0.19	43.65	0.13	60.51	0.15	68.34	16.15273428	Y
RNASE3	0.21	71.78	0.39	76.05	-0.04	46.93	0.55	84.98	0.75	86.23	0.29	75.26	0.32	71.39	0.27	73.56	83.64851843	N
RNASE4	0.24	72.99	0.93	89.66	0.62	82.48	0.87	92.42	0.57	81.74	0.42	79.89	1.06	91.77	0.89	89.38	97.91616478	N
RNASE6	0.34	76.98	0.35	73.97	0.32	70.14	0.41	79.62	0.16	64.82	0.4	79.08	0.66	84.08	0.33	75.84	46.2780053	Y
RNASE7	1.05	91.42	1.15	92.43	1.31	94.43	0.27	72.76	1.19	92.85	0.87	89.55	1.17	92.86	1.18	92.85	97.55480607	N
RNASE8	0.28	74.82	0.5	79.89	0.16	60.65	0.34	76.64	0.32	72.92	0.51	82.57	0.33	71.95	0.89	89.38	32.61864611	N
RNASE9	2.6	98.59	1.73	96.51	0.74	85.49	0.73	89.92	0.17	65.36	0.7	86.62	1.76	97.01	3.02	99.03	47.36208143	N
RNASEH1	-0.45	23.72	-0.74	13.94	-0.43	24.86	-0.33	25.66	-0.72	14.83	-0.45	24.65	-0.78	13.08	-0.51	21.08	14.85184293	N
RNASEH2A	0.49	81.82	-0.05	50.01	-0.4	26.33	-0.18	35	0.17	65.36	0.7	86.62	0.43	76.7	0.41	78.67	35.16622501	N
RNASEH2B	-0.28	35.17	0.04	56.92	0.34	71.05	0.46	81.99	0.37	74.91	-0.24	39.98	-0.11	43.42	-0.39	27.64	60.20838352	Y
RNASEH2C	-0.02	58.07	-0.05	49.39	0.05	52.9	0.19	65.65	-0.06	51	-0.02	59.11	-0.03	48.73	-0.02	56.24	11.90676945	Y
RNASEK	0	59.32	-0.03	51.04	0.09	55.75	0.2	67.15	0.01	55.83	0.02	62.73	0.01	52.23	0.01	58.77	98.45820284	Y
RNASEL	-0.38	27.34	-0.17	40.63	0.34	70.75	-0.05	44.76	0.78	86.86	0.12	68.17	0.07	55.88	-0.77	11.99	86.74415803	N
RNASET2	0.15	69.36	0.55	81.38	0.67	83.91	0.19	66.09	0.37	74.91	0.29	75.26	0.49	78.77	0.29	74.24	63.80992532	N
RND1	-0.09	51.36	0.08	59.76	0.28	67.87	0.1	58.27	-0.16	43.78	-0.09	53.45	0.17	62.87	-0.05	53.64	47.37412672	Y
RND2	-0.18	43.45	-0.3	32.62	0.04	52.51	0	49.5	-0.16	43.78	-0.09	53.45	-0.12	42.85	-0.24	38.27	99.3856902	Y
RND3	-0.13	47.18	-0.23	36.86	0.02	50.77	0.05	53.89	-0.19	41.39	-0.11	51.62	-0.12	42.85	-0.24	38.27	7.739099012	Y
RNF10	-0.85	9.32	-0.6	18.14	0.04	52.2	-0.5	18.34	-0.44	25.8	-0.74	11.96	-0.41	25.08	-0.52	20.29	32.41989882	N
RNF103	-0.88	8.72	-0.15	42.23	-0.04	46.46	0.05	53.16	0.5	79.51	-0.87	8.82	-0.66	16.55	-0.9	9.1	83.9918092	N
RNF103-CHMP3	-0.23	38.75	-0.38	27.42	-0.12	41.71	-0.06	44.03	-0.36	30.26	-0.21	41.76	-0.36	27.99	-0.24	38.27	90.6889906	Y
RNF11	0.05	64.03	0.06	58	-0.04	46.72	0.27	72.42	0.08	60.11	0.06	65.58	0.11	58.99	0.07	63.34	3.047458444	Y
RNF111	-0.97	7.02	-0.93	9.75	-0.87	11.68	-0.83	9.65	-0.86	11.13	-0.72	12.1	-1.35	5.06	-0.74	12.87	56.35991327	N
RNF113A	-0.1	49.88	0.55	81.22	0.24	65.68	0.66	88.32	0.57	81.74	0.42	79.89	0.61	82.73	-0.08	50.87	57.26933269	N
RNF113B	0.53	82.97	0.26	70.26	1.03	91.22	0.73	89.92	0.33	73.49	0.27	74.39	0.54	80.6	0.32	75.45	78.77619851	N
RNF114	-0.15	45.9	0.48	79.04	-0.02	47.99	0.61	87.01	0.47	78.73	-0.17	45.6	0.02	53.09	0.24	72.41	18.86894724	N
RNF115	-0.2	40.89	-0.1	46.49	-0.04	46.93	-0.03	46.77	-0.42	26.73	-0.26	38.17	0.32	71.39	-0.12	48.49	78.93278728	Y
RNF121	-0.29	34.06	-0.49	22.09	-0.57	19.36	-0.15	37.38	-0.32	32.45	-0.19	43.65	-0.49	22.27	-0.48	22.63	11.52734281	N
RNF122	-0.15	45.9	-0.01	53.19	0.27	67.04	0.04	52.37	0.06	58.83	-0.19	43.65	-0.02	49.61	-0.18	43.38	25.21681523	Y
RNF123	-0.18	42.65	-1.12	6.61	-0.96	10.06	-0.77	10.57	0.36	74.47	-0.09	51.68	-1.8	2.72	-0.96	8.1	43.00770899	N
RNF125	0.56	83.63	0.55	81.38	0.38	72.97	0.48	82.63	0.43	77.45	0.34	76.81	0.34	72.44	0.74	86.8	54.10142134	N
RNF126	-0.19	41.28	-0.47	23.43	0	49.33	-0.5	18.14	-0.3	33.48	-0.13	48.29	-0.33	29.47	-0.31	32.45	13.17754758	N
RNF128	-0.42	25.38	0.06	58.74	0.37	72.62	0.58	86.22	-0.15	44.43	-0.32	33.13	-0.05	47.38	-0.51	21.08	63.30402313	N
RNF13	0.11	67.24	-0.01	53.51	0.26	66.7	0.14	61.86	-0.46	24.98	-0.28	36.38	0.09	57.81	-0.03	54.84	44.40496266	N
RNF130	-0.41	26.34	-0.16	41.91	-0.17	38.72	-0.27	29.64	-0.28	35.31	-0.41	27.43	0.09	57.81	-0.42	25.91	6.516502048	N
RNF133	-0.04	56.02	0.75	86.65	0.58	81.13	1.42	97.13	0.44	77.82	0.1	67.67	0.44	77.01	-0.12	47.02	92.59816912	N
RNF138	0.42	79.94	0.48	78.95	0.13	58.4	0.51	83.61	-0.09	48.54	-0.05	57.34	0.6	82.38	0.84	88.56	2.595760058	Y
RNF139	-0.61	16.18	-0.71	14.5	-1.02	9.13	-0.5	18.14	-0.72	14.83	-0.45	24.65	-0.67	16.31	-0.37	28.37	16.30932305	N
RNF14	-0.42	25.38	-0.18	40.16	0.08	55.42	0.01	49.88	-0.49	23.35	-0.3	34.73	-0.34	29.12	-0.54	19.74	40.55649241	N
RNF141	-0.13	47.18	0.26	70.06	-0.13	41.17	0.05	53.89	0.29	71.41	-0.05	57.34	-0.26	34.03	-0.33	31.71	14.66514093	Y
RNF144A	0.16	69.92	-0.16	41.64	-0.16	39.3	-0.08	42.56	0.37	74.91	0.29	75.26	-0.12	42.85	0.15	68.34	13.70754035	Y
RNF144B	-0.26	36.41	0.06	58.53	-0.05	45.8	-0.1	41.12	-0.08	49.36	-0.28	36.38	-0.12	42.85	-0.24	38.27	48.30161407	Y
RNF145	-0.46	22.89	-0.74	13.94	-0.77	13.98	-0.33	25.66	-0.72	14.83	-0.45	24.65	-0.55	20.05	-0.36	29.59	9.72657191	N
RNF146	-0.36	29.16	0.15	64.51	-0.19	37.22	-0.22	32.69	-0.49	23.35	-0.3	34.73	0.09	57.81	0.35	76.56	79.10142134	N
RNF148	-0.52	19.77	-0.82	11.68	-0.49	22.48	-0.4	22.2	-0.82	12.27	-0.51	21.17	-0.74	14.34	-0.48	22.63	86.44302578	N
RNF149	0.04	62.41	-0.14	43.57	0.06	53.62	0.06	54.31	0.07	59.28	0.1	67.67	-0.15	40.41	-0.03	54.84	56.72127198	N
RNF150	-0.18	42.6	-0.45	24.33	-0.26	33.64	-0.48	18.72	-0.35	30.95	-0.45	24.65	-0.23	35.31	-0.01	56.62	76.78270296	N
RNF152	-0.35	30.1	-0.09	46.74	-0.15	39.85	0.36	77.71	0.17	65.36	0.17	70.35	-0.05	47.38	-0.51	21.08	15.71308119	N
RNF157	-0.4	26.44	0.29	71.62	-0.43	24.96	-0.35	24.27	0.2	66.66	0.53	82.71	-0.61	17.98	-1.28	4.34	67.2488557	N
RNF165	0.05	63.48	-0.36	28.93	-0.63	17.67	-0.23	31.65	-0.18	42.09	0.19	71.2	-0.49	22.27	-0.48	22.63	11.75018068	N
RNF166	-0.31	33.12	-0.49	22.09	-0.61	18.14	-0.15	37.38	-0.49	23.35	-0.3	34.73	-0.5	21.74	-0.33	31.71	4.197783667	N
RNF167	-0.54	19.15	-0.36	29.16	-0.53	20.98	0.16	63.43	0	54.9	-0.47	23.43	-0.43	24.51	-0.6	17.35	38.80992532	N
RNF168	-0.16	44.76	0.42	77.26	0.55	79.68	-0.65	13.35	-0.74	14.35	-0.41	26.29	0.39	74.65	0.75	87.02	86.66586365	N
RNF169	-0.25	36.77	-0.56	19.73	-0.89	11.35	-0.28	28.77	-1.06	7.87	-0.66	14.79	-0.48	22.63	-0.25	36.93	47.12117562	N
RNF17	1.36	94.17	0.17	65.05	0.46	76.33	-0.9	8.35	0.23	68.17	0.36	76.85	0.17	62.89	1.2	92.98	76.25873284	N
RNF170	-0.19	42.14	0.17	65.56	0.44	75.35	0.27	72.76	0.75	86.23	-0.24	39.98	0.07	56.4	0.27	73.56	66.93567815	Y
RNF175	1.58	95.53	1.93	97.46	1.09	91.99	1.38	97	2.96	99.11	1.61	95.72	1.72	96.79	1.29	93.7	96.52493375	N
RNF180	-0.14	46.38	0.11	61.91	0.74	85.54	0.14	62.03	-0.13	44.96	-0.02	57.92	0.06	54.68	-0.22	39.22	91.58034209	N
RNF181	0.29	75.38	0.28	71.08	0.2	63.27	0.07	55.44	0.57	81.74	0.42	79.89	0.27	69.07	0.24	72.41	46.12743917	Y
RNF182	-0.29	34.06	-0.23	37.11	0.16	60.17	0.16	63.19	-0.46	24.98	-0.28	36.38	0.04	53.75	-0.3	33.66	97.31390026	Y
RNF183	0.93	90.2	0.48	79.25	0.7	84.53	0.43	80.62	1.02	90.94	1.82	96.57	0.72	85.85	0.83	88.46	77.37292219	N
RNF185	-0.15	45.9	-0.01	53.19	-0.17	38.56	0.32	75.81	0.19	66.52	-0.11	51.62	-0.22	36.04	-0.15	45.89	28.84847025	Y
RNF186	0.33	76.74	0.69	85.1	0.75	85.94	1.08	94.9	1.03	91.12	0.53	82.91	0.06	54.68	-0.22	39.22	85.77451217	N
RNF19A	-0.68	13.66	-0.82	11.77	-0.79	13.48	-0.29	27.7	-0.2	40.2	-0.6	17.16	-1.25	5.89	-0.81	11.04	67.73066731	N
RNF19B	-0.49	21.37	-0.78	12.77	-1.14	7.68	-0.37	23.93	-0.76	13.85	-0.47	23.43	-0.74	14.34	-0.48	22.63	9.244760299	N
RNF2	-0.05	55.48	-0.1	46.2	-0.18	38.07	0.15	62.8	-0.06	51	-0.02	59.11	-0.17	38.94	-0.12	48.49	15.79137557	Y
RNF20	-0.85	9.32	-0.6	18.14	-0.84	12.44	0.08	56.06	-0.78	13.28	-0.72	12.54	-0.4	25.82	-0.67	14.73	15.25536015	N
RNF207	0.71	86.77	0.91	89.54	1.39	95.26	-0.32	26.08	1.19	92.79	1.2	93.22	0.24	67.26	0.81	88.15	94.96506866	N
RNF208	-0.16	44.62	-0.05	49.76	0.37	72.52	0.02	50.88	-0.36	30.26	-0.21	41.76	0.32	71.39	-0.12	48.49	19.5976873	Y
RNF213	1.53	95.19	1.99	97.65	0.21	63.86	2.85	99.43	-0.65	16.94	0.57	83.61	2.15	98.29	2.44	98.21	45.74801253	N
RNF214	-0.61	16.18	-0.49	22.51	-0.44	24.55	0.06	54.51	-0.65	17.28	-0.64	15.52	-0.54	20.48	-0.51	21.08	43.42929415	N
RNF215	0.35	77.36	0.22	68.27	0.21	63.98	0.52	83.97	0.66	83.95	0.53	82.91	-0.2	37.31	-0.06	52.06	87.10551674	N
RNF216	-1.3	3.73	-1.19	5.89	-1.37	5.48	-1.5	3.11	-1.88	2	-1.42	2.76	-0.74	14.09	-1.52	2.92	19.9168875	N
RNF217	0.01	59.92	0.33	73.41	-0.46	23.77	0.02	51.26	0.27	70.41	-0.3	34.73	0.1	58.23	-0.18	41.72	33.43772585	N
RNF219	-0.69	13.26	-0.11	45.36	0.04	52.67	-0.02	47.36	0.24	69.07	-0.55	18.99	-0.03	48.91	-0.81	11.04	79.23994218	N
RNF220	-0.54	19.15	-0.65	16.44	0.34	71.16	-0.45	20	-0.61	18.5	-0.62	16.23	-0.1	43.86	-0.15	44.42	38.12334377	N
RNF24	-0.02	58.07	-0.05	49.39	-0.1	43.16	0.19	65.65	-0.09	48.54	-0.05	57.34	0.06	55.51	0.04	61.25	96.22982414	Y
RNF25	-0.28	34.47	0.87	88.8	1.06	91.7	0.55	85.24	0.83	88.05	-0.66	14.79	0.37	73.75	-0.49	21.68	91.35750422	N
RNF26	-0.51	20.54	-0.56	19.54	-0.89	11.49	-0.09	41.5	-0.59	19.35	-0.36	30.17	-0.62	17.68	-0.72	13.42	36.05757649	N
RNF31	-1.31	3.72	-0.57	19.01	-0.53	21.12	-0.74	11.21	0.82	87.79	-1.15	4.98	-1.69	3.18	-1.19	5.2	26.5478198	N
RNF32	1.47	94.89	0.78	87.14	-0.11	42.42	0.67	88.51	0.52	80.31	1.5	95.13	0.9	89.16	1.62	95.68	35.78053481	N
RNF34	-0.36	29.16	-0.34	30.37	-0.19	37.22	0.07	55.79	-0.28	35.31	-0.41	27.43	-0.36	27.99	-0.24	38.27	42.96555047	N
RNF38	-0.29	34.06	-0.47	23.04	-0.86	11.86	-0.13	38.52	-0.46	24.98	-0.28	36.38	-0.31	30.41	-0.21	40.71	3.107684895	Y
RNF4	0.31	75.87	0.55	81.22	0.1	56.32	0.66	88.32	-0.16	43.78	-0.09	53.45	0.56	81.33	1.04	91.23	95.9708504	N
RNF40	-1.28	3.9	-1.99	1.76	-1.9	2.55	-1.29	4.48	-1.48	3.61	-1.17	4.79	-1.81	2.7	-1.33	3.97	32.89568779	N
RNF41	-0.23	38.75	-0.16	41.64	-0.12	41.71	-0.08	42.56	-0.42	26.73	-0.26	38.17	-0.21	36.73	0.09	64.59	10.58781017	Y
RNF43	1.38	94.32	0.74	86.33	1.1	92.16	1.53	97.6	0.86	88.36	2.05	97.24	0.94	89.85	1.78	96.33	82.68489521	N
RNF44	-0.56	17.89	-0.18	40.36	-0.32	30.21	-0.45	20	-0.79	13.03	-0.49	22.26	0.01	51.24	-0.63	16.36	22.00072272	N
RNF5	-0.02	58.07	-0.05	49.39	0.34	70.88	0.19	65.65	-0.02	53.64	0	61.1	0.12	59.86	-0.08	50.87	3.830402313	Y
RNF6	-0.17	43.61	0.16	64.85	0.07	54.36	-0.95	7.76	0.71	85.29	-0.98	6.89	0.04	53.89	0.45	79.94	28.06552638	N
RNF7	0.05	64.03	0.04	56.25	-0.04	46.72	0.25	71.16	0.11	62.04	0.08	66.94	0.06	55.51	0.04	61.25	7.546374368	Y
RNF8	-0.33	31.07	-0.54	20.26	-0.4	26.33	-0.18	35	-0.79	13.03	-0.49	22.26	0.21	65.81	-0.02	56.24	41.40568538	N
RNFT1	-0.46	22.89	0	53.73	0.54	79.59	0.24	70.52	0.1	61.42	-0.41	27.43	0.35	72.77	-0.57	18.55	70.32040472	N
RNFT2	-0.51	20.54	-0.8	12.24	-0.01	48.7	-0.38	23.02	-0.72	14.83	-0.45	24.65	-0.73	14.64	-0.63	16.36	69.99518188	N
RNGTT	-0.49	21.37	-0.56	19.54	-0.55	20.08	-0.38	23.02	-0.38	29.05	-0.47	23.43	-0.59	18.91	-0.54	19.74	12.08744881	N
RNH1	-0.04	55.69	-0.15	42.23	-0.29	31.64	-0.24	31.02	-0.12	45.17	0.27	73.91	-0.55	19.66	-0.22	38.61	19.4230306	N
RNLS	0.05	63.48	0.84	88.3	0.68	84.17	0.04	52.78	0.58	82.08	0.19	71.2	0.63	83.41	0.77	87.44	85.14213443	N
RNMT	0.16	69.92	0.08	60.09	0.13	58.55	0.21	67.55	-0.04	51.87	0.27	74.39	0.96	90.22	0.59	83.77	75.24692845	Y
RNMTL1	0.84	89.01	0.2	67.36	-0.28	32.44	-0.45	20.21	1.01	90.75	1.33	94.13	-0.26	33.48	-0.19	41.14	58.63647314	N
RNPC3	0.01	60.6	-0.01	52.85	0.42	74.58	0.22	68.47	0.01	55.83	0.02	62.73	0.26	68.43	0.01	58.77	90.97205493	Y
RNPEP	0.39	78.76	-0.6	18.14	0.33	70.37	-0.21	33.18	0.29	70.97	0.29	74.69	-0.7	15.3	-0.32	32.05	63.47867984	N
RNPS1	-0.26	36.41	-0.18	39.95	-0.2	36.75	0.19	66.09	-0.42	26.73	-0.26	38.17	-0.07	46.14	0.18	69.93	14.72536738	Y
ROBO1	-1.39	3.17	-1.96	1.85	-1.03	9.01	-1.22	4.93	-2.33	1.11	-1.66	1.78	-1.74	2.98	-1.47	3.19	44.38087208	N
ROBO2	-1.6	2.17	-1.5	3.6	-1.19	7.11	-1.37	3.89	-1.95	1.84	-1.46	2.55	-0.8	12.59	-1.25	4.66	52.36689954	N
ROBO3	-0.23	38.8	0.65	84.18	0.77	86.43	-0.06	44.07	1.77	96.57	0.08	65.65	0.71	85.44	-0.06	52.14	75.84919297	N
ROBO4	0.11	66.82	0.66	84.2	1.88	97.72	1.37	96.95	-0.17	42.11	-1.49	2.41	1.19	92.98	0.22	71.51	71.3442544	N
ROCK1	-0.99	6.79	-0.57	18.9	-1.68	3.46	-0.66	12.86	-0.49	22.74	-0.49	21.48	-0.52	21.12	-0.81	11.04	10.74439894	N
ROCK2	-0.55	18.14	-1.02	8.04	-1.3	5.96	-0.92	8.21	-0.39	27.77	-0.43	24.94	-0.95	10.01	-0.55	19.04	12.06938087	N
ROGDI	-0.14	46.38	-0.14	43.77	-0.28	32.36	0.14	62.03	-0.35	30.95	-0.45	24.65	-0.23	35.31	-0.4	26.66	29.59527825	N
ROM1	-0.19	41.28	-0.22	37.43	1.16	92.91	0.08	55.99	0.31	72.39	-0.51	21.17	0.17	63.02	-0.46	23.37	55.83594315	N
ROMO1	0.05	64.03	0.55	81.12	0.25	66.02	0.27	72.42	0.42	76.98	0.04	64.23	0.35	72.99	0.45	79.82	62.71982655	Y
ROPN1	0.19	71.21	0.13	63	-0.08	44.38	0.24	70.23	0.06	58.83	-0.19	43.65	0.09	57.81	-0.03	54.84	43.55576969	Y
ROPN1B	-0.12	48.6	0.04	56.64	0.49	77.51	0.07	55.44	-0.26	36.72	-0.15	47.68	0.17	62.87	-0.05	53.64	49.77716213	Y
ROPN1L	0.09	66.37	0.46	78.46	0.8	87.14	0.7	89.21	0.75	86.23	-0.24	39.98	0.54	80.6	-0.06	52.06	94.7843893	N
ROR1	-0.77	11.06	-1.59	3.05	-1.47	4.68	-1.17	5.41	-1.35	4.59	-0.55	18.37	-1.61	3.58	-0.97	7.81	25.186702	N
ROR2	-0.46	22.43	-1.07	7.35	-1.19	7.12	-1.39	3.67	-0.68	15.83	-1.04	5.88	-1.1	7.63	-0.76	12.2	54.39050831	N
RORA	-0.61	16.18	-0.96	9.09	-0.73	14.8	-0.5	18.14	-0.89	10.64	-0.55	18.99	-1.11	7.52	-0.72	13.42	7.727053722	N
RORB	-0.25	37.63	-0.41	26.23	-0.45	24.09	-0.08	42.56	-0.36	30.26	-0.21	41.76	-0.26	34.03	-0.33	31.71	18.18838834	Y
RORC	-0.43	24.45	0.04	57.15	-0.39	26.8	0.28	73	0.61	82.85	-0.32	33.13	0.1	58.23	-0.57	18.55	12.43073958	N
ROS1	-0.01	58.12	-0.03	51.41	0.83	87.83	0	48.84	-2.05	1.6	-0.21	39.99	1.29	93.99	1.39	94.31	68.16429776	N
RP1	0.11	67.46	0.85	88.38	0.59	81.58	-0.43	20.77	0.35	73.85	1.54	95.34	1.08	91.94	0.43	79	84.17248856	N
RP1L1	6.44	99.85	7.25	99.9	3.78	99.62	11.52	99.95	5.23	99.78	6.44	99.83	4.72	99.82	6.25	99.84	83.50999759	N
RP2	0.18	70.58	0.35	74.18	0.17	61.25	-0.06	44.03	0.12	62.86	0.38	78.32	0.33	71.95	0.5	81.42	63.74969887	N
RP9	0.38	78.66	0.17	65.33	0.3	68.85	0.46	81.79	0.39	75.71	0.55	83.59	0.36	73.57	0.3	74.67	77.98120935	Y
RPA1	-0.42	24.76	-1.11	6.78	-1.23	6.61	-0.78	10.37	-0.85	11.7	-0.24	38.63	-0.86	11.62	-0.49	21.68	17.4897615	N
RPA2	-0.12	48.6	0.26	70.06	-0.09	43.74	0.34	76.64	0.16	64.82	-0.13	49.82	0.41	75.68	-0.05	53.64	88.84003854	Y
RPA3	0.04	62.93	0.04	56.25	-0.08	44.21	0.25	71.16	0.04	58.08	0.04	64.23	0.11	58.99	0.07	63.34	99.18092026	Y
RPA4	0.26	74.23	-0.01	53.19	-0.02	47.99	0.04	52.37	0.12	62.86	0.38	78.32	-0.02	49.61	0.21	71.22	80.19754276	Y
RPAIN	0.53	82.97	-0.01	53.51	0.3	68.98	-0.15	37.38	0.17	65.36	0.17	70.35	0.47	78	0.59	83.77	59.10021682	N
RPAP1	1.31	93.87	1.17	92.7	0.77	86.33	-0.57	15.49	0.56	81.32	0.38	77.63	1.87	97.41	1.1	91.88	61.38279933	N
RPAP2	-0.12	47.71	-0.6	17.91	-0.38	27.15	-0.42	21.53	-0.35	30.95	-0.45	24.65	0.06	54.68	-0.22	39.22	30.61912792	N
RPAP3	-0.68	13.66	-0.6	18.06	-0.06	45.4	-0.02	47.36	-0.44	25.8	-0.74	11.96	-0.63	17.4	-0.57	18.55	58.64249578	N
RPE	-0.18	43.45	-0.05	49.76	-0.1	42.66	0.29	73.88	-0.04	51.87	-0.26	38.17	0.12	59.86	0.3	74.67	82.59455553	Y
RPE65	-0.29	33.48	-0.38	28.01	-0.72	14.99	-0.62	14.13	-0.78	13.28	-0.72	12.54	-0.81	12.54	-0.46	23.37	36.79836184	N
RPF1	0.22	72.1	1	90.65	1.16	92.91	0.65	88.16	2.17	97.91	0.53	82.91	-0.12	42.21	0.67	85.44	88.82197061	N
RPF2	0.48	81.45	0.15	64.51	-0.01	49.25	0.07	55.79	-0.46	24.98	-0.28	36.38	0.29	70.07	0.32	75.45	41.13466635	N
RPGR	3.93	99.56	2.8	99.04	1.44	95.59	2.19	98.96	2.29	98.14	3.83	99.5	2.81	99.22	3.5	99.34	57.60057817	N
RPGRIP1	1.63	95.79	1.3	93.91	0.79	86.9	0.27	71.74	0.71	85.21	0.42	79.12	2.1	98.12	2.04	97.25	75.09636232	N
RPGRIP1L	0.24	72.67	1.08	91.76	1.22	93.55	0.96	93.63	0.54	80.72	0.84	88.9	0.88	88.9	0.35	76.16	92.50782944	N
